Annee_imposition,Genre,Age,Avec_Conjoint,Region_administrative,Nombre_de_particuliers,Credit_moyen
2014,Masculin,35 à 39 ans,FALSE,13 - Laval,232,938.448
2014,Masculin,35 à 39 ans,FALSE,14 - Lanaudière,560,647.902
2014,Masculin,35 à 39 ans,FALSE,15 - Laurentides,631,530.481
2014,Masculin,35 à 39 ans,FALSE,16 - Montérégie,1279,678.75
2014,Masculin,35 à 39 ans,FALSE,17 - Centre-du-Québec,314,591.327
2014,Masculin,40 à 44 ans,TRUE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,929,599.723
2014,Masculin,40 à 44 ans,TRUE,02 - Saguenay - Lac-Saint-Jean,987,538.97
2014,Masculin,40 à 44 ans,TRUE,03 - Capitale-Nationale,3806,865.277
2014,Masculin,40 à 44 ans,TRUE,04 - Mauricie,986,611.36
2014,Masculin,40 à 44 ans,TRUE,05 - Estrie,1637,545.088
2014,Masculin,40 à 44 ans,TRUE,06 - Montréal,12380,1324.312
2014,Masculin,40 à 44 ans,TRUE,07 - Outaouais,2035,829.469
2014,Masculin,40 à 44 ans,TRUE,08 - Abitibi-Témiscamingue,754,357.991
2014,Masculin,40 à 44 ans,TRUE,09+10 - Côte-Nord +Nord-du-Québec,344,482.904
2014,Masculin,40 à 44 ans,TRUE,12 - Chaudière-Appalaches,2547,600.59
2014,Masculin,40 à 44 ans,TRUE,13 - Laval,3745,889.929
2014,Masculin,40 à 44 ans,TRUE,14 - Lanaudière,3090,610.317
2014,Masculin,40 à 44 ans,TRUE,15 - Laurentides,3823,547.366
2014,Masculin,40 à 44 ans,TRUE,16 - Montérégie,10111,664.648
2014,Masculin,40 à 44 ans,TRUE,17 - Centre-du-Québec,1167,570.345
2014,Masculin,40 à 44 ans,FALSE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,134,647.061
2014,Masculin,40 à 44 ans,FALSE,02 - Saguenay - Lac-Saint-Jean,106,533.609
2014,Masculin,40 à 44 ans,FALSE,03 - Capitale-Nationale,669,643.756
2014,Masculin,40 à 44 ans,FALSE,04 - Mauricie,152,579.025
2014,Masculin,40 à 44 ans,FALSE,05 - Estrie,320,318.21
2014,Masculin,40 à 44 ans,FALSE,06 - Montréal,941,1000.849
2014,Masculin,40 à 44 ans,FALSE,07 - Outaouais,336,593.925
2014,Masculin,40 à 44 ans,FALSE,08 - Abitibi-Témiscamingue,109,375.901
2014,Masculin,40 à 44 ans,FALSE,09+10 - Côte-Nord +Nord-du-Québec,61,560.291
2014,Masculin,40 à 44 ans,FALSE,12 - Chaudière-Appalaches,455,485.916
2014,Masculin,40 à 44 ans,FALSE,13 - Laval,281,715.708
2014,Masculin,40 à 44 ans,FALSE,14 - Lanaudière,480,548.793
2014,Masculin,40 à 44 ans,FALSE,15 - Laurentides,627,506.141
2014,Masculin,40 à 44 ans,FALSE,16 - Montérégie,1317,556.253
2014,Masculin,40 à 44 ans,FALSE,17 - Centre-du-Québec,202,616.121
2014,Masculin,45 à 49 ans,TRUE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,487,470.954
2014,Masculin,45 à 49 ans,TRUE,02 - Saguenay - Lac-Saint-Jean,459,452.229
2014,Masculin,45 à 49 ans,TRUE,03 - Capitale-Nationale,2220,649.462
2014,Masculin,45 à 49 ans,TRUE,04 - Mauricie,524,460.67
2014,Masculin,45 à 49 ans,TRUE,05 - Estrie,921,410.224
2014,Masculin,45 à 49 ans,TRUE,06 - Montréal,9277,972.972
2014,Masculin,45 à 49 ans,TRUE,07 - Outaouais,1094,606.875
2014,Masculin,45 à 49 ans,TRUE,08 - Abitibi-Témiscamingue,404,325.817
2014,Masculin,45 à 49 ans,TRUE,09+10 - Côte-Nord +Nord-du-Québec,191,350.636
2014,Masculin,45 à 49 ans,TRUE,12 - Chaudière-Appalaches,1462,366.187
2014,Masculin,45 à 49 ans,TRUE,13 - Laval,2822,674.621
2014,Masculin,45 à 49 ans,TRUE,14 - Lanaudière,1608,532.748
2014,Masculin,45 à 49 ans,TRUE,15 - Laurentides,1993,411.334
2014,Masculin,45 à 49 ans,TRUE,16 - Montérégie,5948,563.039
2014,Masculin,45 à 49 ans,TRUE,17 - Centre-du-Québec,603,517.358
2014,Masculin,45 à 49 ans,FALSE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,90,601.85
2014,Masculin,45 à 49 ans,FALSE,02 - Saguenay - Lac-Saint-Jean,69,546.299
2014,Masculin,45 à 49 ans,FALSE,03 - Capitale-Nationale,365,563.108
2014,Masculin,45 à 49 ans,FALSE,04 - Mauricie,90,569.258
2014,Masculin,45 à 49 ans,FALSE,05 - Estrie,181,308.637
2014,Masculin,45 à 49 ans,FALSE,06 - Montréal,762,775.881
2014,Masculin,45 à 49 ans,FALSE,07 - Outaouais,149,420.053
2014,Masculin,45 à 49 ans,FALSE,08 - Abitibi-Témiscamingue,74,276.647
2014,Masculin,45 à 49 ans,FALSE,09+10 - Côte-Nord +Nord-du-Québec,25,612.713
2014,Masculin,45 à 49 ans,FALSE,12 - Chaudière-Appalaches,268,392.847
2014,Masculin,45 à 49 ans,FALSE,13 - Laval,191,541.149
2014,Masculin,45 à 49 ans,FALSE,14 - Lanaudière,252,528.129
2014,Masculin,45 à 49 ans,FALSE,15 - Laurentides,336,380.029
2014,Masculin,45 à 49 ans,FALSE,16 - Montérégie,822,546.838
2014,Masculin,45 à 49 ans,FALSE,17 - Centre-du-Québec,115,469.542
2014,Masculin,50 ans et plus,TRUE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,337,479.21
2014,Masculin,50 ans et plus,TRUE,02 - Saguenay - Lac-Saint-Jean,288,508.903
2014,Masculin,50 ans et plus,TRUE,03 - Capitale-Nationale,1387,533.563
2014,Masculin,50 ans et plus,TRUE,04 - Mauricie,339,431.685
2014,Masculin,50 ans et plus,TRUE,05 - Estrie,525,496.398
2014,Masculin,50 ans et plus,TRUE,06 - Montréal,6172,789.879
2014,Masculin,50 ans et plus,TRUE,07 - Outaouais,649,558.503
2014,Masculin,50 ans et plus,TRUE,08 - Abitibi-Témiscamingue,241,241.854
2014,Masculin,50 ans et plus,TRUE,09+10 - Côte-Nord +Nord-du-Québec,104,402.6
2014,Masculin,50 ans et plus,TRUE,12 - Chaudière-Appalaches,816,334.643
2014,Masculin,50 ans et plus,TRUE,13 - Laval,1613,582.498
2014,Masculin,50 ans et plus,TRUE,14 - Lanaudière,840,504.959
2014,Masculin,50 ans et plus,TRUE,15 - Laurentides,1085,391.7
2014,Masculin,50 ans et plus,TRUE,16 - Montérégie,3323,512.533
2014,Masculin,50 ans et plus,TRUE,17 - Centre-du-Québec,298,447.448
2014,Masculin,50 ans et plus,FALSE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,47,565.205
2014,Masculin,50 ans et plus,FALSE,02 - Saguenay - Lac-Saint-Jean,46,443.471
2014,Masculin,50 ans et plus,FALSE,03 - Capitale-Nationale,234,508.289
2014,Masculin,50 ans et plus,FALSE,04 - Mauricie,58,528.658
2014,Masculin,50 ans et plus,FALSE,05 - Estrie,99,386.422
2014,Masculin,50 ans et plus,FALSE,06 - Montréal,624,795.028
2014,Masculin,50 ans et plus,FALSE,07 - Outaouais,115,453.37
2014,Masculin,50 ans et plus,FALSE,08 - Abitibi-Témiscamingue,49,319.645
2014,Masculin,50 ans et plus,FALSE,09+10 - Côte-Nord +Nord-du-Québec,22,853.664
2014,Masculin,50 ans et plus,FALSE,12 - Chaudière-Appalaches,138,273.523
2014,Masculin,50 ans et plus,FALSE,13 - Laval,126,790.802
2014,Masculin,50 ans et plus,FALSE,14 - Lanaudière,136,519.018
2014,Masculin,50 ans et plus,FALSE,15 - Laurentides,198,375.172
2014,Masculin,50 ans et plus,FALSE,16 - Montérégie,446,560.775
2014,Masculin,50 ans et plus,FALSE,17 - Centre-du-Québec,66,639.959
2014,Féminin,Moins de 30 ans,TRUE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,743,2156.253
2014,Féminin,Moins de 30 ans,TRUE,02 - Saguenay - Lac-Saint-Jean,849,2560.181
2014,Féminin,Moins de 30 ans,TRUE,03 - Capitale-Nationale,2077,2916.729
2014,Féminin,Moins de 30 ans,TRUE,04 - Mauricie,670,2303.305
2014,Féminin,Moins de 30 ans,TRUE,05 - Estrie,1070,2413.817
2014,Féminin,Moins de 30 ans,TRUE,06 - Montréal,2820,3441.033
2014,Féminin,Moins de 30 ans,TRUE,07 - Outaouais,947,2767.297
2014,Féminin,Moins de 30 ans,TRUE,08 - Abitibi-Témiscamingue,527,1787.488
2014,Féminin,Moins de 30 ans,TRUE,09+10 - Côte-Nord +Nord-du-Québec,276,1744.98
2014,Féminin,Moins de 30 ans,TRUE,12 - Chaudière-Appalaches,1566,2189.131
2014,Féminin,Moins de 30 ans,TRUE,13 - Laval,694,3062.273
2014,Féminin,Moins de 30 ans,TRUE,14 - Lanaudière,1681,2724.922
2014,Féminin,Moins de 30 ans,TRUE,15 - Laurentides,1745,2760.982
2014,Féminin,Moins de 30 ans,TRUE,16 - Montérégie,3859,2605.766
2014,Féminin,Moins de 30 ans,TRUE,17 - Centre-du-Québec,1058,2245.858
2014,Féminin,Moins de 30 ans,FALSE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,358,2095.732
2014,Féminin,Moins de 30 ans,FALSE,02 - Saguenay - Lac-Saint-Jean,304,2606.577
2014,Féminin,Moins de 30 ans,FALSE,03 - Capitale-Nationale,825,2637.941
2014,Féminin,Moins de 30 ans,FALSE,04 - Mauricie,428,2036.68
2014,Féminin,Moins de 30 ans,FALSE,05 - Estrie,484,1724.245
2014,Féminin,Moins de 30 ans,FALSE,06 - Montréal,2386,2868.812
2014,Féminin,Moins de 30 ans,FALSE,07 - Outaouais,663,2418.119
2014,Féminin,Moins de 30 ans,FALSE,08 - Abitibi-Témiscamingue,280,1613.956
2014,Féminin,Moins de 30 ans,FALSE,09+10 - Côte-Nord +Nord-du-Québec,238,2211.737
2014,Féminin,Moins de 30 ans,FALSE,12 - Chaudière-Appalaches,551,2165.966
2014,Féminin,Moins de 30 ans,FALSE,13 - Laval,531,2851.305
2014,Féminin,Moins de 30 ans,FALSE,14 - Lanaudière,921,2451.469
2014,Féminin,Moins de 30 ans,FALSE,15 - Laurentides,859,2435.771
2014,Féminin,Moins de 30 ans,FALSE,16 - Montérégie,2121,2547.586
2014,Féminin,Moins de 30 ans,FALSE,17 - Centre-du-Québec,449,2119.655
2014,Féminin,30 à 34 ans,TRUE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,1398,1775.175
2014,Féminin,30 à 34 ans,TRUE,02 - Saguenay - Lac-Saint-Jean,1478,2022.064
2014,Féminin,30 à 34 ans,TRUE,03 - Capitale-Nationale,4882,2751.6
2014,Féminin,30 à 34 ans,TRUE,04 - Mauricie,1273,1862.063
2014,Féminin,30 à 34 ans,TRUE,05 - Estrie,2041,1744.589
2014,Féminin,30 à 34 ans,TRUE,06 - Montréal,7823,2906.948
2014,Féminin,30 à 34 ans,TRUE,07 - Outaouais,1956,2191.105
2014,Féminin,30 à 34 ans,TRUE,08 - Abitibi-Témiscamingue,898,1346.17
2014,Féminin,30 à 34 ans,TRUE,09+10 - Côte-Nord +Nord-du-Québec,509,1198.803
2014,Féminin,30 à 34 ans,TRUE,12 - Chaudière-Appalaches,3351,1949.132
2014,Féminin,30 à 34 ans,TRUE,13 - Laval,2108,2571.566
2014,Féminin,30 à 34 ans,TRUE,14 - Lanaudière,3572,2039.574
2014,Féminin,30 à 34 ans,TRUE,15 - Laurentides,3601,2105.82
2014,Féminin,30 à 34 ans,TRUE,16 - Montérégie,8852,2160.382
2014,Féminin,30 à 34 ans,TRUE,17 - Centre-du-Québec,1722,1640.723
2014,Féminin,30 à 34 ans,FALSE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,468,1337.531
2014,Féminin,30 à 34 ans,FALSE,02 - Saguenay - Lac-Saint-Jean,524,1381.097
2014,Féminin,30 à 34 ans,FALSE,03 - Capitale-Nationale,1300,1813.807
2014,Féminin,30 à 34 ans,FALSE,04 - Mauricie,600,1319.378
2014,Féminin,30 à 34 ans,FALSE,05 - Estrie,703,1005.474
2014,Féminin,30 à 34 ans,FALSE,06 - Montréal,3361,2275.331
2014,Féminin,30 à 34 ans,FALSE,07 - Outaouais,850,1792.78
2014,Féminin,30 à 34 ans,FALSE,08 - Abitibi-Témiscamingue,371,906.734
2014,Féminin,30 à 34 ans,FALSE,09+10 - Côte-Nord +Nord-du-Québec,265,1663.764
2014,Féminin,30 à 34 ans,FALSE,12 - Chaudière-Appalaches,824,1338.695
2014,Féminin,30 à 34 ans,FALSE,13 - Laval,751,2071.283
2014,Féminin,30 à 34 ans,FALSE,14 - Lanaudière,1314,1644.845
2014,Féminin,30 à 34 ans,FALSE,15 - Laurentides,1465,1357.081
2014,Féminin,30 à 34 ans,FALSE,16 - Montérégie,3106,1534.404
2014,Féminin,30 à 34 ans,FALSE,17 - Centre-du-Québec,606,1170.881
2014,Féminin,35 à 39 ans,TRUE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,1513,1125.992
2014,Féminin,35 à 39 ans,TRUE,02 - Saguenay - Lac-Saint-Jean,1275,1136.128
2014,Féminin,35 à 39 ans,TRUE,03 - Capitale-Nationale,5467,1695.439
2014,Féminin,35 à 39 ans,TRUE,04 - Mauricie,1342,1067.903
2014,Féminin,35 à 39 ans,TRUE,05 - Estrie,2123,997.833
2014,Féminin,35 à 39 ans,TRUE,06 - Montréal,10748,2135.703
2014,Féminin,35 à 39 ans,TRUE,07 - Outaouais,2415,1314.878
2014,Féminin,35 à 39 ans,TRUE,08 - Abitibi-Témiscamingue,902,729.018
2014,Féminin,35 à 39 ans,TRUE,09+10 - Côte-Nord +Nord-du-Québec,467,775.464
2014,Féminin,35 à 39 ans,TRUE,12 - Chaudière-Appalaches,3737,1133.498
2014,Féminin,35 à 39 ans,TRUE,13 - Laval,3385,1563.691
2014,Féminin,35 à 39 ans,TRUE,14 - Lanaudière,4060,1248.39
2014,Féminin,35 à 39 ans,TRUE,15 - Laurentides,4171,1176.91
2014,Féminin,35 à 39 ans,TRUE,16 - Montérégie,11083,1330.412
2014,Féminin,35 à 39 ans,TRUE,17 - Centre-du-Québec,1895,982.008
2014,Féminin,35 à 39 ans,FALSE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,589,1129.022
2014,Féminin,35 à 39 ans,FALSE,02 - Saguenay - Lac-Saint-Jean,487,1014.403
2014,Féminin,35 à 39 ans,FALSE,03 - Capitale-Nationale,1855,1134.708
2014,Féminin,35 à 39 ans,FALSE,04 - Mauricie,721,854.051
2014,Féminin,35 à 39 ans,FALSE,05 - Estrie,975,710.857
2014,Féminin,35 à 39 ans,FALSE,06 - Montréal,4461,1702.177
2014,Féminin,35 à 39 ans,FALSE,07 - Outaouais,1006,1180.258
2014,Féminin,35 à 39 ans,FALSE,08 - Abitibi-Témiscamingue,426,700.867
2014,Féminin,35 à 39 ans,FALSE,09+10 - Côte-Nord +Nord-du-Québec,260,1424.045
2014,Féminin,35 à 39 ans,FALSE,12 - Chaudière-Appalaches,1238,795.976
2014,Féminin,35 à 39 ans,FALSE,13 - Laval,1046,1356.397
2014,Féminin,35 à 39 ans,FALSE,14 - Lanaudière,1740,1042.443
2014,Féminin,35 à 39 ans,FALSE,15 - Laurentides,1886,878.412
2014,Féminin,35 à 39 ans,FALSE,16 - Montérégie,4219,1038.726
2014,Féminin,35 à 39 ans,FALSE,17 - Centre-du-Québec,717,773.171
2014,Féminin,40 à 44 ans,TRUE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,824,725.329
2014,Féminin,40 à 44 ans,TRUE,02 - Saguenay - Lac-Saint-Jean,628,658.512
2014,Féminin,40 à 44 ans,TRUE,03 - Capitale-Nationale,3312,937.367
2014,Féminin,40 à 44 ans,TRUE,04 - Mauricie,728,657.768
2014,Féminin,40 à 44 ans,TRUE,05 - Estrie,1254,621.129
2014,Féminin,40 à 44 ans,TRUE,06 - Montréal,8992,1331.607
2014,Féminin,40 à 44 ans,TRUE,07 - Outaouais,1696,818.588
2014,Féminin,40 à 44 ans,TRUE,08 - Abitibi-Témiscamingue,479,455.012
2014,Féminin,40 à 44 ans,TRUE,09+10 - Côte-Nord +Nord-du-Québec,271,799.557
2014,Féminin,40 à 44 ans,TRUE,12 - Chaudière-Appalaches,2285,645.5
2014,Féminin,40 à 44 ans,TRUE,13 - Laval,2968,972.543
2014,Féminin,40 à 44 ans,TRUE,14 - Lanaudière,2328,824.477
2014,Féminin,40 à 44 ans,TRUE,15 - Laurentides,2837,685.449
2014,Féminin,40 à 44 ans,TRUE,16 - Montérégie,7781,836.913
2014,Féminin,40 à 44 ans,TRUE,17 - Centre-du-Québec,941,634.175
2014,Féminin,40 à 44 ans,FALSE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,386,773.307
2014,Féminin,40 à 44 ans,FALSE,02 - Saguenay - Lac-Saint-Jean,267,653.772
2014,Féminin,40 à 44 ans,FALSE,03 - Capitale-Nationale,1380,737.442
2014,Féminin,40 à 44 ans,FALSE,04 - Mauricie,406,763.385
2014,Féminin,40 à 44 ans,FALSE,05 - Estrie,677,529.282
2014,Féminin,40 à 44 ans,FALSE,06 - Montréal,4151,1304.555
2014,Féminin,40 à 44 ans,FALSE,07 - Outaouais,751,837.332
2014,Féminin,40 à 44 ans,FALSE,08 - Abitibi-Témiscamingue,227,505.258
2014,Féminin,40 à 44 ans,FALSE,09+10 - Côte-Nord +Nord-du-Québec,147,1567.639
2014,Féminin,40 à 44 ans,FALSE,12 - Chaudière-Appalaches,889,537.315
2014,Féminin,40 à 44 ans,FALSE,13 - Laval,1036,1064.105
2014,Féminin,40 à 44 ans,FALSE,14 - Lanaudière,1228,874.589
2014,Féminin,40 à 44 ans,FALSE,15 - Laurentides,1345,641.683
2014,Féminin,40 à 44 ans,FALSE,16 - Montérégie,3370,792.735
2014,Féminin,40 à 44 ans,FALSE,17 - Centre-du-Québec,461,753.054
2014,Féminin,45 à 49 ans,TRUE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,334,492.876
2014,Féminin,45 à 49 ans,TRUE,02 - Saguenay - Lac-Saint-Jean,191,502.07
2014,Féminin,45 à 49 ans,TRUE,03 - Capitale-Nationale,1412,560.521
2014,Féminin,45 à 49 ans,TRUE,04 - Mauricie,283,445.035
2014,Féminin,45 à 49 ans,TRUE,05 - Estrie,502,432.46
2014,Féminin,45 à 49 ans,TRUE,06 - Montréal,4905,809.769
2014,Féminin,45 à 49 ans,TRUE,07 - Outaouais,713,484.063
2014,Féminin,45 à 49 ans,TRUE,08 - Abitibi-Témiscamingue,186,271.811
2014,Féminin,45 à 49 ans,TRUE,09+10 - Côte-Nord +Nord-du-Québec,123,649.642
2014,Féminin,45 à 49 ans,TRUE,12 - Chaudière-Appalaches,906,335.62
2014,Féminin,45 à 49 ans,TRUE,13 - Laval,1337,613.47
2014,Féminin,45 à 49 ans,TRUE,14 - Lanaudière,840,612.103
2014,Féminin,45 à 49 ans,TRUE,15 - Laurentides,1106,442.469
2014,Féminin,45 à 49 ans,TRUE,16 - Montérégie,3258,494.608
2014,Féminin,45 à 49 ans,TRUE,17 - Centre-du-Québec,349,471.607
2014,Féminin,45 à 49 ans,FALSE,01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine,158,847.542
2014,Féminin,45 à 49 ans,FALSE,02 - Saguenay - Lac-Saint-Jean,92,587.579
2014,Féminin,45 à 49 ans,FALSE,03 - Capitale-Nationale,700,662.532
2014,Féminin,45 à 49 ans,FALSE,04 - Mauricie,183,611.22
2014,Féminin,45 à 49 ans,FALSE,05 - Estrie,271,357.16
2014,Féminin,45 à 49 ans,FALSE,06 - Montréal,2576,982.738
2014,Féminin,45 à 49 ans,FALSE,07 - Outaouais,347,750.614
2014,Féminin,45 à 49 ans,FALSE,08 - Abitibi-Témiscamingue,101,571.388
